id,fecha,medio,autor,titulo,texto,grupo_comparacion
c01,2025-10-16,Cenital,Cenital,La burbuja de la inteligencia artificial,"Se proyecta que las empresas de tecnología estadounidenses gastarán sólo este año más de 500 mil millones de dólares en inteligencia artificial, una cifra que no guarda demasiada relación con las ganancias que produce. Por eso, y desde hace largos meses, suena recurrentemente la misma alarma: la posibilidad de que estemos ante otra burbuja económica y, peor, la de qué sucederá cuando estalle.
En apenas unos pocos años, el asunto de la IA pasó de ser un tema de nicho con el que se coqueteaba desde la ciencia ficción y la filosofía, a los laboratorios de ciencias de la computación; de ahí, a un dudoso concepto marketinero (“¡pongámosle IA a todo !”); luego, a una ubicua presencia en cada conversación hasta el hartazgo, para finalmente alcanzar un lugar privilegiado en las discusiones sobre la economía global.
No habría industria de la tecnología sin la industria de las promesas difíciles de cumplir y la seductora futurología de los vendedores puerta a puerta que traen en sus maletines un montón de escenarios posibles aunque no plausibles en los cuales seremos más felices, tendremos más tiempo libre, lograremos nuestros objetivos y un montón de máquinas harán nuestro trabajo, nos servirán el café e incluso, ahora también, escribirán poemas, canciones y libros, para que la humanidad pueda alcanzar su postergado destino de ser reducida a una patética sombra de lo que alguna vez fue.
Si te gusta Receta para el desastre podés suscribirte y recibirlo en tu casilla los jueves.
De inversiones billonarias
Aunque por el momento no contamos con convincente evidencia a favor de la mayoría de las promesas que nos han hecho, es indiscutible la nauseabunda cantidad de dinero que se invierte: las mayores empresas tecnológicas del mundo despilfarran a diario miles de millones de dólares en infraestructura, chips y centros de datos. Las comparaciones no se hacen esperar: estamos ante una revolución, equiparable a la invención de internet o el ferrocarril. O, tal vez, estemos cómodamente al interior de una burbuja especulativa donde el entusiasmo desplazó peligrosamente a la realidad.
¿Y esta cajita de texto para qué está? Acá es donde despabilamos a nuestros lectores y les contamos lo difícil que es hacer periodismo en estos tiempos. Por eso, si la información que leés en Cenital te ayuda a entender mejor lo que pasa, te pedimos que nos des una mano para seguir.
SumateUna burbuja, en su definición más simple, ocurre cuando el nivel de inversión en un activo se desliga persistentemente de la cantidad de ganancias que podría generar de manera plausible. Es una historia tan vieja como el capitalismo. Como documentó Charles Kindleberger en su clásica historia de las crisis financieras, el patrón se repite: un evento inesperado genera nuevas oportunidades de lucro, la codicia se desata, la inversión se exagera y, cuando el error se hace evidente, llega el pánico. Lo que distingue a la burbuja de la IA no es su existencia sino su naturaleza material: de qué están hechos los activos.
Las grandes transformaciones de infraestructura del pasado, como los ferrocarriles o la fibra óptica, también atravesaron fases de burbujas calamitosas. Se construyeron más vías de las necesarias, se tendió más cable del que se podía usar. Pero una vez que el humo de la especulación se disipó, quedó algo tangible: una red de vías de acero o tendidos de fibra óptica que, con el tiempo, se convirtieron en columnas vertebrales de la economía. La infraestructura sobrevivió a sus creadores. Con la IA, el panorama es distinto. No sin ser objeto de inagotables réplicas arrogantes en redes sociales, el inversor Paul Kedrosky tomó postura de una forma desafiante: los chips de GPU, la materia prima de esta “revolución”, son más parecidos a “las bananas que al acero”.
Ciclos frágiles
Aunque las estimaciones varían, su vida útil suele ser de apenas dos o tres años. Son activos que se deprecian rápidamente, como suele ocurrir en la industria tecnológica. Ciclos de gasto de 3 a 10 años obligan a las empresas a reemplazar instalaciones completas antes de recuperar la inversión inicial, no solo porque los chips pierden valor, sino también porque la infraestructura física se desgasta con el uso intensivo y los avances tecnológicos dejan obsoletos los sistemas antiguos.
Esta fragilidad material contrasta brutalmente con la escala de la inversión. Se estima que, para fines de 2025, Alphabet, Amazon, Meta, Microsoft y Tesla habrán gastado colectivamente 560 mil millones de dólares en capital relacionados con la IA, frente a unos 35 mil millones de ganancias. La única empresa que verdaderamente está haciendo un negoción es NVIDIA, que fabrica las bananas, por así decir.
Incluso los grandes de la IA generativa como OpenAI y Anthropic, con valoraciones estratosféricas, están lejos de ser rentables. Además, al ser empresas privadas que no cotizan en bolsa, no están sujetas a la transparencia financiera de las compañías públicas, lo que blinda sus números y obliga a depender de estimaciones y filtraciones. OpenAI dice que necesita al menos un billón de dólares (un millón de millones) para invertir en infraestructura de centros de datos, mientras que sus ingresos este año apenas representan un 1,3% de ese número.
Aunque ChatGPT tiene 800 millones de usuarios, solo un 5% paga, generando el 70% de sus ingresos anuales. La empresa perdió 8 mil millones en la primera mitad del año, y para su CEO, Sam Altman, la rentabilidad no está “ni entre sus 10 principales preocupaciones”.
De tiempo y ganancias
La estrategia es “apalancarse en los balances de otros” para ganar tiempo. Su plan de negocios a cinco años se basa en la confianza absoluta en el crecimiento exponencial, la idea de que “10 veces más cómputo” se traducirá en “10 veces más ingresos”, y en explorar nuevas líneas de negocio. Para sostener este circo, han surgido prácticas financieras que recuerdan a los peores excesos del pasado: los acuerdos “circulares”, donde una empresa pone dinero en otra para que esta le compre sus propios productos. Vimos a NVIDIA invertir 100 mil millones en OpenAI para que OpenAI le compre sus chips y a xAI de Elon Musk levantar 20 mil millones, en parte de NVIDIA, para hacer lo mismo.
Tan groseramente especulativo es esto que hasta los propios protagonistas lo reconocen en voz baja. Sam Altman ha calificado algunas valuaciones de “locas”, y Jeff Bezos —con AWS en el negocio de vender servicios a las empresas tecnológicas— admite que estamos en una burbuja. Pero el estallido podría no ser un evento único y dramático, sino una sucesión de malas noticias: una startup clave que se queda sin fondos, una caída en la demanda de chips o incluso un movimiento geopolítico, como una eventual restricción de China a la exportación de materiales críticos.
Que la ecuación financiera no cierre no implica necesariamente que la promesa tecnológica sea falsa. Pero es en este frente que las alarmas son más sencillas de explicar. La supuesta revolución de la productividad no se está reflejando en los números: un riguroso estudio de METR —que no puede tildarse de tecnófobo— encontró que los desarrolladores de software experimentados eran un 20% más lentos al usar herramientas de IA.
El problema radica en la brecha entre capacidad y fiabilidad: los sistemas pueden realizar tareas impresionantes, pero con una inconsistencia que exige una supervisión humana constante, lo que anula cualquier supuesta eficiencia. Otro tanto podría decirse de las ganancias económicas: un estudio del MIT encontró que el 95% de los proyectos con IA analizados no aumentaron el rendimiento de las empresas; un informe de McKinsey & Co encontró que más del 80 por ciento de las empresas que adoptaron IA en sus procesos no obtuvieron un “impacto tangible” en las ganancias; y la consultora Gartner ya ubica a la IA en la fase de la desilusión de su ciclo de sobreexpectación (hype cycle).
A la espera del impacto
Aunque la industria recicla propuestas alterando su lenguaje —ahora estamos en la era de los “agentes”, que sugieren una autonomía que no existe— si el rédito y el impacto real no llegan, el mercado no perdonará. Tal vez los usuarios no queremos un chatbot en cada producto digital.
Claro que también existen argumentos en contra. A diferencia de las startups de la era puntocom, las grandes tecnológicas que hoy impulsan la burbuja generan enormes flujos de caja, gracias a otros negocios existentes, y tienen espalda para aguantar la sangría. Los optimistas apuestan por la “curva J de productividad” de Erik Brynjolfsson: una caída inicial de la productividad mientras las empresas aprenden a integrar la nueva tecnología, seguida de un despegue exponencial. Y ahí sí, al infinito y más allá.
O quizá los beneficios reales no estén en las aplicaciones de consumo, sino en el detrás de escena de compañías que usan LLMs para mejorar su eficiencia de formas poco glamorosas.
Puede ser. Pero la historia enseña que la fe es una mala consejera en materia de inversiones. La burbuja de la IA es, en última instancia, una cuestión de timing: el problema no es si la tecnología será transformadora, sino si la montaña de capital invertido en activos que se pudren como bananas puede sostenerse hasta que esa transformación ocurra.
Empuje del sector privado
Hoy, el gasto en IA funciona como un programa masivo de estímulo del sector privado que sostiene a la economía estadounidense: en la primera mitad del año aportó más del 90% al crecimiento de su PBI, más que todo el gasto de los consumidores combinado, ocultando noticias económicas negativas como la inflación persistente o el debilitamiento laboral.
Si las inversiones se frenan, el impacto podría ser recesivo, aunque probablemente sin la magnitud sistémica de 2008. Como dice el crítico Ed Zitron, el mercado de la IA generativa es uno de 50 mil millones que se hace pasar por uno de 1 billón. Algo de esto debería mencionarse ante compromisos masivos de capital, como el de instalar un centro de datos de 25 mil millones de dólares en Argentina como parte del proyecto Stargate de OpenAI, apoyado en el esquema RIGI.
La burbuja del ferrocarril al menos nos dejó vías. La de las puntocom, tendidos de fibra. A ver qué nos deja esta.
Otras lecturas:
Imagen de portada creada con Grok.",Cenital
c02,2026-04-23,Cenital,Cenital,"La inteligencia artificial no muestra el pasado, lo reescribe","En febrero de 2024 OpenAI presentó en sociedad Sora, su generador de videos, buscando deslumbrar con varios ejemplos, entre ellos uno producido a partir del texto “imágenes históricas de California durante la Fiebre del Oro”.
A lo largo de los 25 segundos que dura el video, se despliega una escenografía propia de un western, completada con un grano cinematográfico de época. En la euforia del chiche nuevo se perdía de vista que allí no se documentaba nada, ni un ápice había de “imágenes históricas”, sino un pastiche trillado de Hollywood y prejuicios.
“A partir de ahora, ya no se puede creer nada que no hayas visto con tus propios ojos”, repetían los blogs.
Si te gusta Receta para el desastre podés suscribirte y recibirlo en tu casilla los jueves.
El asunto es que estas herramientas no viajan en el tiempo ni saben de historia, sino que vomitan el resultado de un entrenamiento a partir del rasqueteo de internet, desmenuzando películas y cuanto contenido audiovisual se logre acumular. Así se reciclan las limitaciones del material con el que fueron entrenadas, amplificando sus sesgos y defectos.
¿Y esta cajita de texto para qué está? Acá es donde despabilamos a nuestros lectores y les contamos lo difícil que es hacer periodismo en estos tiempos. Por eso, si la información que leés en Cenital te ayuda a entender mejor lo que pasa, te pedimos que nos des una mano para seguir.
SumateEl experimento, al menos en términos comerciales, fracasó. Apenas semanas después de anunciar un lucrativo acuerdo con Disney en torno a la generación de videos con su enorme catálogo de personajes, en marzo de 2026 OpenAI decidió liquidar a Sora de manera abrupta. Esta carísima prueba de concepto, que suponía una pérdida de un millón de dólares por día, inauguró la certeza de que fabricar piezas de alta fidelidad podía ser técnicamente viable y ridículamente fácil, aunque fueran los inversores quienes pagaran las cuentas. Lo que nunca quedó del todo claro era quién necesitaba una herramienta así que justificara su desarrollo.
Una voz en el correo
Las controversias en torno a los límites de lo aceptable cuando se trata de la alteración de imágenes o registros audiovisuales no son nuevas. Cuando en 2021 se estrenó Roadrunner, un documental sobre Anthony Bourdain, la producción resucitó su voz digitalmente haciéndole leer correos electrónicos para usarlos como locución. Esta decisión creativa, sin embargo, se mantuvo oculta –sospechosamente– hasta después del estreno. La transgresión no fue usar esta tecnología sino deslizar una fabricación indistinguible en un formato cuya promesa está en atestiguar lo verdadero, violando el pacto tácito entre el creador y el espectador.
Aunque en casos como este la opinión general se incline por un conciliador “no es tan grave” —porque esos correos eran de Bourdain, porque no era su voz pero podría haber sido, porque…— la adopción acrítica de la inteligencia artificial generativa en casos como la transmisión de relatos históricos amenaza la integridad del registro público compartido. Reemplazar fuentes primarias capturadas de forma orgánica por “alucinaciones” algorítmicas y probabilísticas pone en riesgo nuestra memoria colectiva, ahora reducida a un remix caprichoso que pone en juego su anclaje con lo real. Además de violar un compromiso con la verdad de la historiografía que fue sostenido a lo largo de cuanta innovación tecnológica apareciera.
En uno de sus seminarios sobre percepción e intencionalidad, el filósofo John Searle se cansó de remarcar que la diferencia fundamental entre ver un objeto real y padecer una alucinación radica enteramente en la cadena causal.
Es todo una cuestión de percepción
Al mirar nuestra propia mano, esa experiencia visual existe porque hay una extremidad que refleja luz hacia nuestras retinas. La fotografía tradicional analógica opera bajo este mismo principio: representa una fuente primaria porque literalmente atestigua el rebote físico de la luz sobre una realidad concreta en un momento específico del tiempo. Esto es, que existe una secuencia causal directa.
Una imagen generada algorítmicamente carece absolutamente de cualquier ancla fenomenológica. Aunque conviene abandonar el lenguaje antropomórfico cuando se habla de inteligencia artificial, en términos epistemológicos estas imágenes representan una suerte de “alucinación”: un producto generado matemáticamente por un modelo en total ausencia de un objeto externo.
El desenfrenado entusiasmo por tolerar el reemplazo de imágenes verdaderamente capturadas por simulaciones producidas estadísticamente dinamita la noción de evidencia material capaz de vincularnos con distintos momentos y lugares de la historia.
Este sesgo por el presente aparece primero como inquietud estética. Incluso cuando muchas de estas fabricaciones se presentan bajo intenciones aparentemente nobles, como la “restauración” de registros visuales del pasado inyectándoles nitidez artificial y colores vibrantes bajo la promesa de acercarnos a otras épocas, esto no supone más que un engaño. En tanto la película original jamás capturó esa información cromática, esta aproximación algorítmica simplemente maquilla las imágenes según le resulta matemáticamente más razonable.
Maquillaje del archivo
Esta higienización del archivo borra el esfuerzo cognitivo que exige asimilar una época ajena que en sentido estricto jamás conoceremos. Se nos vende la falsa ilusión de que la gente del pasado experimentaba el mundo igual que nosotros, aunque quizá con cortes de pelo más ridículos.
Este sesgo de época parasita también a los textos. Cuando un historiador canadiense intentó usar un modelo de lenguaje para identificar entre un montón de cartas cuáles correspondían a comerciantes de pieles del siglo XVIII, la máquina falló por confundir las expectativas. Mientras que el modelo esperaba poéticas descripciones del paisaje, las cartas reales documentaban tragedias cotidianas y listas de materiales. Resulta que hace 300 años no mantenían blogs.
Estos experimentos pueden hacerse en casa. Por ejemplo, al pedirle a un generador de imágenes que dibuje a un neandertal, la herramienta suele hacerlo de acuerdo a los estereotipos de hombre de las cavernas que la paleontología descartó hace medio siglo. El motivo, arriesgan dos investigadores, puede ser comercial: como el conocimiento arqueológico más actualizado suele estar detrás de los muros de pago de las editoriales académicas, estos sistemas se entrenan con el material disponible, a veces en enciclopedias viejas y libros de texto obsoletos pero ya en el dominio público.
Aunque el uso de IA generativa en la arqueología podría parecernos una oportunidad creativa (“¡estudiamos historia y también nos divertimos!”), el riesgo de caer en representaciones erróneas del pasado podría ser demasiado alto. Al emplearse estas imágenes para ilustrar artículos, exhibiciones y documentales, la IA tiende a perpetuar sesgos históricos y a mezclar datos científicos con elementos ficticios. Esta falsa arqueología dificulta la comprensión pública de la ciencia y desdibuja su relación con la evidencia en favor de la especulación. De más está decir, en estas imágenes suele abundar pseudociencia, ahora fotorrealista.
Pero el riesgo que lo acompaña es la renuncia del proceso tradicional de ilustración y reconstrucción del pasado, que lejos de ser un mero “mal necesario” es fundamental para el desarrollo de modelos mentales profundos que ayudan a que puedan hacerse más y mejores preguntas. En cambio, estas visiones de la humanidad descartadas hace décadas, ahora revitalizadas mediante el sistema educativo y los medios de comunicación, lejos de representar ventanas rigurosas hacia el pasado, nos condenan a perpetuar sus peores caricaturas.
Trivial o grave
La peor consecuencia de normalizar la “falsa historia” ni siquiera reside en la creencia de falsedades, sino en la instalación del “dividendo del mentiroso”: al estar socialmente asumido que fabricar o alterar un video es trivial, siempre que algo no convenga puede ser desestimado como “fake news”. Y al mismo tiempo, la necesidad de estar siempre alertas anticipando el engaño hace que incluso desconfiemos de imágenes genuinas. Ya no se puede creer en nada.
Si bien los museos y archivos son los últimos guardianes del registro histórico, capaces de aún recordar cómo era el mundo antes de las máquinas de falsificar, también la academia es vulnerable a la tentación del sesgo de disponibilidad, y si resulta tan fácil pedirle a una máquina que digiera miles de textos tomados de internet, podría peligrar el trabajo de campo en archivos físicos aún no digitalizados.
Es probable que esto ya suceda y que la historiografía lentamente haya pasado a depender en mayor medida de aquellos documentos que ya pasaron por el escáner, lo que se vincula naturalmente con una preferencia por el inglés y el norte global. Al delegarse el pesado trabajo historiográfico en máquinas incapaces de leer entre líneas y devolverle su contexto original a las fuentes, no será historia lo que se produzca.
En cualquier caso, tampoco conviene ceder ante la tentación del cinismo paralizante. Porque renunciar a la búsqueda de certezas aceptando que “ya no se puede creer en nada” es un desatino. Defender el resguardo de las fuentes documentales no solo tiene que ver con levantar el dedo contra OpenAI o Google sino también con exigir su respeto de parte de quienes pretenden comunicar historia. Un video que se propone explicar la historia no debería contar con material falso cuando esto debería automáticamente deslegitimar su mensaje.
Defender el conocimiento histórico requiere resistir a cierta engañosa comodidad, en cambio abrazando las asperezas de un registro incompleto, quizá en blanco y negro, pero genuino.",Cenital
c03,2025-05-13,Cenital,Cenital,"Espectros, vampiros y fantasmas: ¿para esto usamos la inteligencia artificial?","Hay una película que, siempre que la recuerdo, me produce una sensación inquietante: Sexto sentido (1999), de M. Night Shyamalan, protagonizada por Bruce Willis y un jovencísimo Haley Joel Osment. Haciendo un esfuerzo por no spoilear, diré que el origen de esa inquietud está en que durante el desarrollo de toda la historia conviven vivos y muertos sin que nos demos cuenta quiénes son los unos y quiénes los otros.
En las últimas semanas hubo dos episodios de revelación espectral que, aunque no estaban relacionados entre sí ni son equivalentes, contribuyeron a confirmar una percepción que tengo desde hace un tiempo: vivimos, como en Sexto sentido, rodeados de espectros. Una fue en el mundo de la filosofía, la otra en el mundo de la política. Y hubo una tercera revelación en el mundo de la animación, que no habla de espectros en un sentido estricto sino más bien de vampiros, pero que viene al caso porque nos mostró que nosotros mismos podemos ser inocentes verdugos, alegres succionadores de sangre ajena.
Primera revelación:
Hace un par de domingos, me encontré en la red social X con un post del escritor y crítico literario Jorge Carrión que remitía a su nota del diario español La Vanguardia: “El exitoso filósofo Jianwei Xun es en realidad una IA”. Glup. Antes de que se develara que el supuesto hongkonés es un espectro, yo había leído alabanzas a su libro Hipnocracia: Trump, Musk y la nueva arquitectura de la realidad. Incluso, y aunque aún no circulaba la versión en castellano, algunas aparecieron en la prensa local. En prestigiosos congresos, el autor fue mencionado por distintos filósofos como cita de autoridad. Para dar más certeza de su existencia, Xun tenía su perfil en Academia.edu, un portal para académicos destinado a compartir artículos. Y en ciertos círculos era, sin dudas, el filósofo del momento. Un engaño que cada uno evaluará con mayor o menor severidad, pero que no podemos negar, porque como tal, de carne y hueso, con la imagen que había aparecido en la portada de sus libros y en algunas revistas, cara redonda, anteojos, pelo oscuro, flequillo corto peinado para el costado, Jianwei Xun no existe, es un espectro.
El libro en cuestión, Hipnocracia, sí existe. Pero se trata de un texto que surge de la conversación entre el ensayista y editor Andrea Colamedici y plataformas de inteligencia artificial. Colamedici sólo aparece en las primeras páginas señalado como “traductor”, función que podríamos decir que de algún modo cumplió. En ningún lugar del libro se advierte al lector que el texto fue realizado mediante una IA tal como exige la ley de la Unión Europea que regula su uso. El mismo Colamedici reveló la ficción que había creado, después de que varios periodistas buscaron infructuosamente al supuesto autor hongkonés para hacerle entrevistas.
¿Y esta cajita de texto para qué está? Acá es donde despabilamos a nuestros lectores y les contamos lo difícil que es hacer periodismo en estos tiempos. Por eso, si la información que leés en Cenital te ayuda a entender mejor lo que pasa, te pedimos que nos des una mano para seguir.
SumateDesde su aparición, Hipnocracia contó con reseñas positivas en publicaciones francesas e italianas, y hasta fue calificado por algunos como el libro del año. El concepto que desarrolla resulta paradójico ahora que sabemos que surgió de la conversación de un escritor con diversas IAs, especialmente Chat GPT de OpenAI y Claude de Anthropic: la hipnocracia sería algo así como la nueva dictadura digital, que usa los algoritmos para influir en la conciencia social, manipulando la percepción de la realidad. En esa suerte de “nuevo mundo”, personas como Donald Trump o Elon Musk, son presentadas como “sumos sacerdotes” del modelo de control social contemporáneo. Qué miedo que da, porque por más que Xun sea un fantasma, los otros dos no lo son.
Después de la “confesión” de Colamedici, quien aseguró que cada paso, incluso esa revelación, había sido fríamente calculado, el espectro de Jianwei Xun ya no pudo seguir deambulando entre nosotros como lo hacía hasta entonces. Sobre todo, después de que a principios de abril el semanario italiano L’Espresso sacó una portada ilustrada con un primerísimo primer plano de XUN y una bajada que decía: “il filosofo che non esiste”. Más de alguno que lo citó en los últimos tiempos se habrá sentido estafado. ¿Está mal escribir un libro de filosofía con inteligencia artificial? Podríamos discutirlo durante largas horas. Lo que seguro no está bien es que nos hagan creer que ese personaje que decía haber nacido en Hong Kong es alguien real, un humano, una persona. La hipnosis colectiva de la que habla Hipnocracia se cobró una nueva víctima, nosotros. En ese sentido y a pesar de la controversia, lo que Colamedici calificó de experimento filosófico y académico logró su objetivo: hacernos reflexionar sobre la manipulación perceptiva en la era digital.
Segunda revelación:
Para sumar más ejemplos a este nuevo mundo espectral, hace unos días me llegó un recorte del popular programa de televisión “The Rachel Maddow Show”, que se emite en la cadena estadounidense MSNBC. Rachel Maddow es una periodista muy reconocida, que suele presentar detallados informes sobre la actualidad política norteamericana, para luego analizarla con profundidad. Es muy rigurosa en sus trabajos y suele ser crítica con la administración Trump. En el informe, que tiene como antecedente una nota de Sara Ellison en la revista Vanity Fair de abril del 2017, Maddow expone inconsistencias y mentiras pronunciadas por Peter Navarro, el asesor más agresivo del presidente norteamericano, hoy consejero principal en comercio y manufactura. Parece que a Navarro también le gusta crear sus propios fantasmas, y esas mentiras están relacionadas con las fuentes en que se basan sus teorías económicas. En una parte del informe, Maddow pregunta a cámara si los norteamericanos recuerdan cuándo fue que Trump habló por primera vez acerca de tarifas. Y ella misma responde: fue durante su primera campaña electoral. Resulta que el ahora presidente de EE. UU. por segunda vez, en aquel entonces no tenía formalmente asesores económicos, por lo que le pidió a su yerno Jared Kushner que le propusiera algunos nombres. Según cuenta Maddow, Kushner, consustanciado con la tarea encomendada, y como parece que tampoco tenía mucha idea, decidió que lo mejor era entrar a Amazon.com a buscar libros que hablaran de los temas económicos que le importaban a Donald Trump. La periodista resalta con ironía: “Atención, no es que Jared leyó esos libros, sólo los buscó en Amazon.com. Los eligió por la tapa y el título, y se quedó con uno impactante: Death by China, escrito en coautoría por Peter Navarro, supuesto especialista en déficit comercial, que de inmediato aceptó sumarse a la campaña. La bajada del título del libro pregona: “Confronting the Dragon, a global call to action” (se puede traducir como: Enfrentando al Dragón, un llamado global a la acción). Navarro, por si no quedó claro, era y es un acérrimo defensor de políticas agresivas en materia de tarifas. Otra vez pregunta Maddow a cámara: “¿Saben de dónde sacó Navarro esta convicción acerca del manejo de las tarifas o al menos cuáles fueron sus fuentes? Bueno, efectivamente él tiene una fuente en la que basa sus propuestas, una fuente que citó al menos seis veces en sus libros, incluso en ese que vio Jared en Amazon: el experto en economía Ron Vara”. Incluso, cuenta la periodista que cuando Trump asumió la presidencia empezó a circular en Washington un memo del mismísimo Ron Vara en el que apoyaba que el nuevo presidente usara tarifas agresivas en su política comercial. Según el New York Times, el memo llegaba desde una casilla de mail a nombre de Ron Vara. Una frase del mencionado memo era casi una orden: “¡Lleva los aranceles hasta la victoria!”. Con todos esos antecedentes, Trump se lanzó a una de las guerras comerciales más temerarias de la historia e hizo temblar al mundo. Pero otra vez, se trataba de un espectro: el tal Ron Vara no existe. Es una ficción. (Esta gente nos va a terminar sacando el trabajo a escritores y guionistas). Peter Navarro inventó a Ron Vara como su fuente experta “así podía citarla una y otra vez en sus chiflados libros”, dice Maddow. Y el asesor estrella fue tan poco sutil al elegir un nombre que el que le puso no es otra cosa que un anagrama del suyo: Navarro, Ron Vara. Mortal. El espectro estaba allí, y pocos lo habían detectado hasta que, gracias a Trump y su consejero comercial, explotó el tema a nivel mundial con las consecuencias que ya todos conocemos y las que aún no.
Tercera revelación:
El tercer caso es en el mundo de la animación, y más que espectros se trata de vampiros. Esta vez una IA le chupó la sangre a un creador extraordinario, el japonés Hayao Miyazaki. Peor aún, muchos fuimos testigos y hasta activos participantes de esa sangría, cuando salimos a pedirle a Chat GPT que convirtiera nuestra foto favorita al estilo estudio Ghibli, sin hacernos cargo de la vampirización. Ghibli es el mítico estudio de animación japonés creado, entre otros, por Miyazaki, quien creó filmes inolvidables como El viaje de Chihiro o Mi vecino Totoro. Muy rápidamente la conversión de fotos al estilo Ghibli inundó todas las redes sociales, apareció en pantallas de TV, figuras famosas del espectáculo y de la política postearon la propia. ¿Qué opina Miyazaki de esta extracción de contenido/sangre no autorizada? No lo sabemos, pero ya hace unos años había dicho que el uso de la inteligencia artificial para la animación le parecía “un insulto a la vida misma”, y había asegurado que no la usaría jamás en sus películas. Se puede ver su declaración en el documental de Kaku Arakawa: Hayao Miyazaki, the one who never ends (2016). El hombre interminable. ¿Seremos los hombres, las mujeres, cualquiera de nosotros, interminables en este mundo en el que la inteligencia artificial todo reemplaza? ¿Sobreviviremos como espectros? En el docufilm, le presentan al director japonés un videojuego de terror, en el cual los creadores argumentaban haber recurrido a la IA para mostrar distintas etapas del dolor que, según ellos, los humanos no lograrían comprender. Miyazaki lo rechaza de plano, se enoja, se indigna, dice que es un insulto para las personas con discapacidad. Imaginemos cómo puede sentirse hoy el creador japonés frente a esta invasión de fotos artificiales al estilo Ghibli, un artista que dibujaba a mano, cuadro por cuadro, incluso cuando ya existía la posibilidad de hacerlo en una computadora. La belleza con la que Miyazaki hizo que se movieran las ramas con el viento, o los distintos verdes de la naturaleza, parecían imposibles de copiar. Hasta hace poco los generadores de imágenes de IA usaban los llamados modelos de difusión, que procesaban y refinaban datos aleatorios hasta que surgía una imagen coherente. En cambio, el nuevo método utiliza el llamado “algoritmo autorregresivo”, que trabaja con las imágenes como si fueran el lenguaje, dividiéndolas en “tokens”. Como un predictor de palabras puede completar las que siguen de acuerdo con un cálculo de probabilidades, ahora las nuevas IA pueden predecir los elementos que faltan en una imagen. Así se logran imitar distintos estilos con tanta facilidad que la herramienta la puede usar cualquiera. Las fotos recreadas invadieron las redes, se usaron como perfiles de WhatsApp, se enviaron a un lado y a otro hasta que se hicieron virales. Excepto para un grupo de personas muy fans de Miyazaki o muy preocupadas por los derechos de autor, todo parecía un juego, una broma divertida que nos regalaban las nuevas tecnologías sin costo. Todo tiene un costo, eso no hay que olvidarlo nunca, el asunto es quién lo paga. Los responsables de estas imágenes que succionaron la sangre de Miyazaki no sólo fueron usuarios individuales poco precavidos con respecto a los pruritos éticos involucrados: la Casa Blanca utilizó las imágenes Ghibli para ilustrar a una mujer deportada llorando.
Nuestros espectros
En nuestro país también conocemos de espectros, fantasmas y vampiros. El caso más famoso, el del perro al que un presidente se refiere como si estuviera vivo, mientras todos creemos que está muerto. El caso más querido, el del escritor chaqueño Carlos Busqued, que murió en 2021. Carlos se fue demasiado pronto, pero nos dejó el consuelo de una presencia viva, casi diaria, que a muchos nos sirve de catarsis y consuelo: a través de su cuenta “un mundo de dolor”, Busqued resiste en X, como si siguiera vivo. Desde hace un tiempo distintos usuarios rescatan sus tuits de hace años, diez, doce, pero que parecen escritos hoy. O ayer. O mañana. Algunos dicen que son premonitorios. Lo comparan con Roberto Arlt. A mí me remite al “El perseguidor” de Cortázar, y a esa frase icónica: “Esto lo estoy tocando mañana”, “Johnny siempre está tocando mañana y el resto viene a la zaga, en este hoy que él salta sin esfuerzo con las primeras notas de su música”. Carlos Busqued saltaba el hoy y le hablaba al futuro y no nos dimos cuenta. Cuando nos percatamos, ya era un fantasma. “No hay voces, no hay demonio, el perro no habla”, post del 24 de noviembre de 2019. “Dice que es nazi: es medio nazi. Dice que no es nazi: es recontra nazi”, del 18 de febrero de 2021. “Mes que viene todos minando criptomonedas en las bolsas de basura”, del 3 de octubre de 2018.
De todos los fantasmas y vampiros que nos rodean, creo que los más peligrosos por imperceptibles son los que abundan en la vida cotidiana. “¿Qué más puedo hacer por usted?”, nos pregunta el chat bot de nuestro banco después de que nos explicó cómo hacer una transferencia o un depósito. Esos fantasmas del día a día nos ordenan la vida a punto tal que su ausencia nos puede dejar huérfanos, inmovilizados, desnudos. Por eso recomiendo leer al filósofo francés Eric Sadin (éste, juro que existe, estuvo en Buenos Aires, yo lo vi). Y especialmente recomiendo su libro, La vida espectral, publicado por la editorial Caja Negra en 2024. Frente a inseguridad que nos puede provocar saber que estamos rodeados de espectros, yo regreso a este párrafo: “Frente al carácter mortífero de la racionalidad computacional, la automatización de todos los sectores de la sociedad y esta desencarnación empobrecedora, nos corresponde comprometernos con un proceso exactamente inverso: edificar modos de vida y de organización en común que favorezcan la mejor expresión de nuestras facultades, los lazos sensibles, constructivos y equitativos con nuestros semejantes, que sean plenamente respetuosos con la biosfera”.
Todo un desafío. Veremos si podemos.
Foto: depositphotos",Cenital
